travelCode,userCode,name,place,days,price,total
70132,678,Hotel BD,Natal (RN),4,242.88,971.52
70136,678,Hotel BW,Campo Grande (MS),1,60.39,60.39
70142,679,Hotel A,Florianopolis (SC),3,313.02,939.06
70147,679,Hotel BD,Natal (RN),1,242.88,242.88
70149,679,Hotel K,Salvador (BH),1,263.41,263.41
70151,679,Hotel BP,Brasilia (DF),2,247.62,495.24
70154,679,Hotel AF,Sao Paulo (SP),4,139.1,556.4
70158,679,Hotel BP,Brasilia (DF),4,247.62,990.48
70159,679,Hotel A,Florianopolis (SC),3,313.02,939.06
70162,679,Hotel Z,Aracaju (SE),3,208.04,624.12
70167,679,Hotel AU,Recife (PE),2,312.83,625.66
70173,680,Hotel AU,Recife (PE),1,312.83,312.83
70177,680,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70183,680,Hotel BD,Natal (RN),2,242.88,485.76
70184,680,Hotel Z,Aracaju (SE),1,208.04,208.04
70189,680,Hotel AF,Sao Paulo (SP),2,139.1,278.2
70199,680,Hotel A,Florianopolis (SC),2,313.02,626.04
70200,680,Hotel BD,Natal (RN),4,242.88,971.52
70206,680,Hotel BP,Brasilia (DF),1,247.62,247.62
70210,680,Hotel BD,Natal (RN),1,242.88,242.88
70219,680,Hotel BP,Brasilia (DF),1,247.62,247.62
70221,680,Hotel AU,Recife (PE),2,312.83,625.66
70227,680,Hotel BD,Natal (RN),2,242.88,485.76
70231,680,Hotel Z,Aracaju (SE),3,208.04,624.12
70232,680,Hotel AU,Recife (PE),2,312.83,625.66
70234,680,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70235,680,Hotel Z,Aracaju (SE),3,208.04,624.12
70243,680,Hotel Z,Aracaju (SE),3,208.04,624.12
70250,680,Hotel BD,Natal (RN),1,242.88,242.88
70252,680,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70254,680,Hotel BW,Campo Grande (MS),2,60.39,120.78
70257,680,Hotel K,Salvador (BH),1,263.41,263.41
70263,680,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70265,680,Hotel BW,Campo Grande (MS),1,60.39,60.39
70267,680,Hotel Z,Aracaju (SE),2,208.04,416.08
70272,680,Hotel AF,Sao Paulo (SP),4,139.1,556.4
70273,680,Hotel AF,Sao Paulo (SP),2,139.1,278.2
70275,680,Hotel BP,Brasilia (DF),3,247.62,742.86
70280,680,Hotel K,Salvador (BH),2,263.41,526.82
70282,680,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
70284,680,Hotel Z,Aracaju (SE),4,208.04,832.16
70288,680,Hotel Z,Aracaju (SE),3,208.04,624.12
70292,680,Hotel K,Salvador (BH),1,263.41,263.41
70299,680,Hotel BP,Brasilia (DF),3,247.62,742.86
70300,680,Hotel BW,Campo Grande (MS),4,60.39,241.56
70306,680,Hotel BP,Brasilia (DF),4,247.62,990.48
70308,680,Hotel Z,Aracaju (SE),4,208.04,832.16
70311,680,Hotel BP,Brasilia (DF),1,247.62,247.62
70312,680,Hotel BP,Brasilia (DF),2,247.62,495.24
70319,681,Hotel BW,Campo Grande (MS),4,60.39,241.56
70325,682,Hotel BD,Natal (RN),1,242.88,242.88
70326,682,Hotel BP,Brasilia (DF),1,247.62,247.62
70331,682,Hotel Z,Aracaju (SE),3,208.04,624.12
70334,683,Hotel BW,Campo Grande (MS),1,60.39,60.39
70337,683,Hotel BD,Natal (RN),1,242.88,242.88
70338,683,Hotel K,Salvador (BH),1,263.41,263.41
70341,683,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70345,683,Hotel BD,Natal (RN),4,242.88,971.52
70350,683,Hotel AU,Recife (PE),2,312.83,625.66
70351,683,Hotel K,Salvador (BH),3,263.41,790.23
70352,683,Hotel Z,Aracaju (SE),2,208.04,416.08
70355,683,Hotel BW,Campo Grande (MS),4,60.39,241.56
70364,683,Hotel K,Salvador (BH),3,263.41,790.23
70365,683,Hotel AU,Recife (PE),3,312.83,938.49
70366,683,Hotel BP,Brasilia (DF),2,247.62,495.24
70372,683,Hotel BD,Natal (RN),2,242.88,485.76
70376,683,Hotel AF,Sao Paulo (SP),3,139.1,417.3
70379,683,Hotel Z,Aracaju (SE),2,208.04,416.08
70382,683,Hotel BP,Brasilia (DF),3,247.62,742.86
70384,683,Hotel BP,Brasilia (DF),4,247.62,990.48
70385,683,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70387,683,Hotel BP,Brasilia (DF),3,247.62,742.86
70390,683,Hotel AU,Recife (PE),1,312.83,312.83
70399,683,Hotel AU,Recife (PE),1,312.83,312.83
70409,683,Hotel A,Florianopolis (SC),1,313.02,313.02
70413,683,Hotel AU,Recife (PE),4,312.83,1251.32
70414,683,Hotel K,Salvador (BH),2,263.41,526.82
70415,683,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
70417,683,Hotel BW,Campo Grande (MS),2,60.39,120.78
70421,683,Hotel BP,Brasilia (DF),4,247.62,990.48
70424,683,Hotel K,Salvador (BH),4,263.41,1053.64
70425,683,Hotel A,Florianopolis (SC),4,313.02,1252.08
70433,683,Hotel AU,Recife (PE),3,312.83,938.49
70436,683,Hotel BP,Brasilia (DF),4,247.62,990.48
70439,683,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70440,683,Hotel BP,Brasilia (DF),3,247.62,742.86
70446,683,Hotel A,Florianopolis (SC),3,313.02,939.06
70453,683,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
70456,683,Hotel AU,Recife (PE),1,312.83,312.83
70460,683,Hotel BD,Natal (RN),4,242.88,971.52
70462,683,Hotel AU,Recife (PE),4,312.83,1251.32
70463,683,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
70464,683,Hotel AU,Recife (PE),4,312.83,1251.32
70465,683,Hotel AU,Recife (PE),1,312.83,312.83
70466,683,Hotel K,Salvador (BH),3,263.41,790.23
70469,683,Hotel A,Florianopolis (SC),3,313.02,939.06
70478,683,Hotel A,Florianopolis (SC),1,313.02,313.02
70483,683,Hotel A,Florianopolis (SC),3,313.02,939.06
70488,683,Hotel Z,Aracaju (SE),1,208.04,208.04
70490,683,Hotel Z,Aracaju (SE),4,208.04,832.16
70500,683,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
70502,683,Hotel K,Salvador (BH),1,263.41,263.41
70506,683,Hotel BD,Natal (RN),2,242.88,485.76
70507,683,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70508,684,Hotel BP,Brasilia (DF),1,247.62,247.62
70515,684,Hotel A,Florianopolis (SC),2,313.02,626.04
70521,684,Hotel BD,Natal (RN),3,242.88,728.64
70523,684,Hotel AF,Sao Paulo (SP),3,139.1,417.3
70525,684,Hotel BP,Brasilia (DF),2,247.62,495.24
70526,684,Hotel BP,Brasilia (DF),1,247.62,247.62
70527,684,Hotel Z,Aracaju (SE),2,208.04,416.08
70528,684,Hotel BP,Brasilia (DF),2,247.62,495.24
70530,684,Hotel AF,Sao Paulo (SP),2,139.1,278.2
70535,684,Hotel AU,Recife (PE),3,312.83,938.49
70557,684,Hotel Z,Aracaju (SE),4,208.04,832.16
70563,684,Hotel AU,Recife (PE),4,312.83,1251.32
70578,684,Hotel BW,Campo Grande (MS),3,60.39,181.17
70579,684,Hotel Z,Aracaju (SE),4,208.04,832.16
70582,684,Hotel BD,Natal (RN),3,242.88,728.64
70585,684,Hotel BD,Natal (RN),3,242.88,728.64
70594,684,Hotel BW,Campo Grande (MS),2,60.39,120.78
70600,684,Hotel BD,Natal (RN),4,242.88,971.52
70603,684,Hotel BP,Brasilia (DF),4,247.62,990.48
70604,684,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
70607,684,Hotel A,Florianopolis (SC),4,313.02,1252.08
70611,684,Hotel Z,Aracaju (SE),2,208.04,416.08
70620,684,Hotel K,Salvador (BH),2,263.41,526.82
70625,684,Hotel K,Salvador (BH),1,263.41,263.41
70627,684,Hotel Z,Aracaju (SE),2,208.04,416.08
70628,684,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70631,684,Hotel BD,Natal (RN),3,242.88,728.64
70632,684,Hotel AF,Sao Paulo (SP),4,139.1,556.4
70635,684,Hotel A,Florianopolis (SC),1,313.02,313.02
70636,684,Hotel BP,Brasilia (DF),1,247.62,247.62
70644,684,Hotel A,Florianopolis (SC),2,313.02,626.04
70645,684,Hotel BW,Campo Grande (MS),3,60.39,181.17
70646,684,Hotel A,Florianopolis (SC),3,313.02,939.06
70647,684,Hotel BD,Natal (RN),4,242.88,971.52
70648,684,Hotel AU,Recife (PE),3,312.83,938.49
70652,684,Hotel BW,Campo Grande (MS),4,60.39,241.56
70655,684,Hotel BW,Campo Grande (MS),4,60.39,241.56
70656,684,Hotel Z,Aracaju (SE),4,208.04,832.16
70657,684,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70661,684,Hotel BW,Campo Grande (MS),3,60.39,181.17
70662,684,Hotel BP,Brasilia (DF),1,247.62,247.62
70664,684,Hotel AU,Recife (PE),1,312.83,312.83
70665,684,Hotel AU,Recife (PE),3,312.83,938.49
70672,684,Hotel A,Florianopolis (SC),3,313.02,939.06
70677,684,Hotel BP,Brasilia (DF),3,247.62,742.86
70678,684,Hotel Z,Aracaju (SE),3,208.04,624.12
70680,684,Hotel BW,Campo Grande (MS),4,60.39,241.56
70685,684,Hotel AF,Sao Paulo (SP),2,139.1,278.2
70687,684,Hotel K,Salvador (BH),4,263.41,1053.64
70690,684,Hotel K,Salvador (BH),4,263.41,1053.64
70692,684,Hotel K,Salvador (BH),3,263.41,790.23
70693,684,Hotel BD,Natal (RN),3,242.88,728.64
70694,684,Hotel Z,Aracaju (SE),1,208.04,208.04
70696,684,Hotel AF,Sao Paulo (SP),1,139.1,139.1
70700,685,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70701,685,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70702,685,Hotel BP,Brasilia (DF),2,247.62,495.24
70703,685,Hotel BW,Campo Grande (MS),3,60.39,181.17
70709,685,Hotel AU,Recife (PE),4,312.83,1251.32
70712,685,Hotel A,Florianopolis (SC),4,313.02,1252.08
70716,685,Hotel BW,Campo Grande (MS),1,60.39,60.39
70723,685,Hotel BW,Campo Grande (MS),1,60.39,60.39
70724,685,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70727,685,Hotel BD,Natal (RN),2,242.88,485.76
70728,685,Hotel BD,Natal (RN),4,242.88,971.52
70732,685,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
70733,685,Hotel BP,Brasilia (DF),2,247.62,495.24
70737,685,Hotel Z,Aracaju (SE),4,208.04,832.16
70746,685,Hotel A,Florianopolis (SC),2,313.02,626.04
70747,685,Hotel BP,Brasilia (DF),2,247.62,495.24
70750,685,Hotel BD,Natal (RN),3,242.88,728.64
70759,685,Hotel Z,Aracaju (SE),2,208.04,416.08
70767,685,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
70774,685,Hotel BP,Brasilia (DF),4,247.62,990.48
70775,685,Hotel BW,Campo Grande (MS),3,60.39,181.17
70777,685,Hotel Z,Aracaju (SE),2,208.04,416.08
70780,685,Hotel A,Florianopolis (SC),1,313.02,313.02
70782,685,Hotel BD,Natal (RN),2,242.88,485.76
70788,685,Hotel Z,Aracaju (SE),1,208.04,208.04
70789,685,Hotel BP,Brasilia (DF),1,247.62,247.62
70790,685,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70795,685,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
70796,685,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70801,686,Hotel K,Salvador (BH),1,263.41,263.41
70802,686,Hotel BW,Campo Grande (MS),3,60.39,181.17
70816,686,Hotel K,Salvador (BH),2,263.41,526.82
70819,686,Hotel BD,Natal (RN),1,242.88,242.88
70827,686,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
70832,686,Hotel BD,Natal (RN),1,242.88,242.88
70836,686,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
70837,686,Hotel BP,Brasilia (DF),4,247.62,990.48
70842,686,Hotel K,Salvador (BH),1,263.41,263.41
70844,686,Hotel A,Florianopolis (SC),1,313.02,313.02
70846,686,Hotel K,Salvador (BH),1,263.41,263.41
70849,686,Hotel A,Florianopolis (SC),3,313.02,939.06
70852,686,Hotel Z,Aracaju (SE),3,208.04,624.12
70857,686,Hotel BD,Natal (RN),4,242.88,971.52
70866,686,Hotel AU,Recife (PE),1,312.83,312.83
70880,686,Hotel A,Florianopolis (SC),2,313.02,626.04
70883,686,Hotel BP,Brasilia (DF),4,247.62,990.48
70885,686,Hotel BW,Campo Grande (MS),4,60.39,241.56
70887,686,Hotel BP,Brasilia (DF),3,247.62,742.86
70889,686,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70892,686,Hotel BW,Campo Grande (MS),1,60.39,60.39
70894,686,Hotel Z,Aracaju (SE),4,208.04,832.16
70901,686,Hotel BP,Brasilia (DF),1,247.62,247.62
70903,686,Hotel BW,Campo Grande (MS),4,60.39,241.56
70909,686,Hotel AF,Sao Paulo (SP),1,139.1,139.1
70912,687,Hotel A,Florianopolis (SC),4,313.02,1252.08
70914,687,Hotel AU,Recife (PE),1,312.83,312.83
70918,687,Hotel AU,Recife (PE),1,312.83,312.83
70925,687,Hotel K,Salvador (BH),2,263.41,526.82
70931,687,Hotel BP,Brasilia (DF),4,247.62,990.48
70936,687,Hotel Z,Aracaju (SE),2,208.04,416.08
70938,687,Hotel K,Salvador (BH),2,263.41,526.82
70940,687,Hotel AU,Recife (PE),4,312.83,1251.32
70943,687,Hotel A,Florianopolis (SC),1,313.02,313.02
70946,687,Hotel A,Florianopolis (SC),3,313.02,939.06
70948,687,Hotel BP,Brasilia (DF),2,247.62,495.24
70950,687,Hotel AU,Recife (PE),3,312.83,938.49
70951,687,Hotel BW,Campo Grande (MS),1,60.39,60.39
70954,687,Hotel Z,Aracaju (SE),3,208.04,624.12
70957,687,Hotel AU,Recife (PE),4,312.83,1251.32
70967,688,Hotel BW,Campo Grande (MS),3,60.39,181.17
70968,688,Hotel K,Salvador (BH),3,263.41,790.23
70975,688,Hotel BP,Brasilia (DF),4,247.62,990.48
70977,688,Hotel BP,Brasilia (DF),3,247.62,742.86
70978,688,Hotel K,Salvador (BH),2,263.41,526.82
70985,688,Hotel BD,Natal (RN),1,242.88,242.88
70992,688,Hotel BD,Natal (RN),3,242.88,728.64
70999,688,Hotel BD,Natal (RN),1,242.88,242.88
71000,688,Hotel BD,Natal (RN),1,242.88,242.88
71003,688,Hotel Z,Aracaju (SE),2,208.04,416.08
71004,688,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
71005,688,Hotel A,Florianopolis (SC),1,313.02,313.02
71008,688,Hotel AF,Sao Paulo (SP),3,139.1,417.3
71011,688,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71012,688,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
71017,688,Hotel K,Salvador (BH),1,263.41,263.41
71019,688,Hotel AF,Sao Paulo (SP),1,139.1,139.1
71021,688,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
71028,688,Hotel BW,Campo Grande (MS),1,60.39,60.39
71038,688,Hotel Z,Aracaju (SE),1,208.04,208.04
71040,688,Hotel BP,Brasilia (DF),2,247.62,495.24
71041,688,Hotel K,Salvador (BH),4,263.41,1053.64
71042,688,Hotel K,Salvador (BH),2,263.41,526.82
71044,688,Hotel AU,Recife (PE),4,312.83,1251.32
71045,688,Hotel BP,Brasilia (DF),1,247.62,247.62
71052,689,Hotel BW,Campo Grande (MS),4,60.39,241.56
71059,689,Hotel K,Salvador (BH),4,263.41,1053.64
71063,689,Hotel AU,Recife (PE),4,312.83,1251.32
71070,689,Hotel AU,Recife (PE),2,312.83,625.66
71071,689,Hotel K,Salvador (BH),3,263.41,790.23
71073,689,Hotel K,Salvador (BH),4,263.41,1053.64
71074,689,Hotel A,Florianopolis (SC),4,313.02,1252.08
71078,689,Hotel BW,Campo Grande (MS),4,60.39,241.56
71083,689,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
71088,689,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
71090,689,Hotel BP,Brasilia (DF),3,247.62,742.86
71093,689,Hotel K,Salvador (BH),4,263.41,1053.64
71100,689,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
71104,689,Hotel AF,Sao Paulo (SP),4,139.1,556.4
71106,689,Hotel AU,Recife (PE),2,312.83,625.66
71107,689,Hotel BW,Campo Grande (MS),1,60.39,60.39
71112,689,Hotel Z,Aracaju (SE),3,208.04,624.12
71117,689,Hotel BW,Campo Grande (MS),2,60.39,120.78
71119,689,Hotel AF,Sao Paulo (SP),1,139.1,139.1
71121,689,Hotel BD,Natal (RN),4,242.88,971.52
71123,689,Hotel A,Florianopolis (SC),1,313.02,313.02
71125,689,Hotel AF,Sao Paulo (SP),1,139.1,139.1
71128,689,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
71139,689,Hotel AU,Recife (PE),1,312.83,312.83
71146,690,Hotel A,Florianopolis (SC),3,313.02,939.06
71147,690,Hotel K,Salvador (BH),1,263.41,263.41
71153,690,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71157,690,Hotel AU,Recife (PE),4,312.83,1251.32
71158,690,Hotel BW,Campo Grande (MS),1,60.39,60.39
71160,690,Hotel A,Florianopolis (SC),1,313.02,313.02
71161,690,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71163,690,Hotel AU,Recife (PE),1,312.83,312.83
71177,690,Hotel K,Salvador (BH),4,263.41,1053.64
71180,690,Hotel AF,Sao Paulo (SP),3,139.1,417.3
71186,690,Hotel BW,Campo Grande (MS),2,60.39,120.78
71188,690,Hotel A,Florianopolis (SC),2,313.02,626.04
71191,690,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71192,690,Hotel A,Florianopolis (SC),1,313.02,313.02
71197,690,Hotel AF,Sao Paulo (SP),3,139.1,417.3
71199,690,Hotel BD,Natal (RN),1,242.88,242.88
71201,690,Hotel BP,Brasilia (DF),1,247.62,247.62
71204,690,Hotel BW,Campo Grande (MS),1,60.39,60.39
71206,690,Hotel AU,Recife (PE),3,312.83,938.49
71212,690,Hotel A,Florianopolis (SC),3,313.02,939.06
71216,690,Hotel BW,Campo Grande (MS),4,60.39,241.56
71222,690,Hotel BW,Campo Grande (MS),1,60.39,60.39
71234,690,Hotel BD,Natal (RN),3,242.88,728.64
71236,690,Hotel AF,Sao Paulo (SP),3,139.1,417.3
71237,690,Hotel BD,Natal (RN),3,242.88,728.64
71241,690,Hotel AU,Recife (PE),2,312.83,625.66
71244,690,Hotel K,Salvador (BH),2,263.41,526.82
71248,690,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
71249,690,Hotel K,Salvador (BH),3,263.41,790.23
71253,690,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71254,690,Hotel AU,Recife (PE),4,312.83,1251.32
71256,690,Hotel K,Salvador (BH),2,263.41,526.82
71257,690,Hotel Z,Aracaju (SE),4,208.04,832.16
71258,690,Hotel Z,Aracaju (SE),4,208.04,832.16
71259,690,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
71265,690,Hotel AU,Recife (PE),2,312.83,625.66
71267,690,Hotel BP,Brasilia (DF),3,247.62,742.86
71268,690,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71278,690,Hotel BP,Brasilia (DF),2,247.62,495.24
71281,690,Hotel AF,Sao Paulo (SP),2,139.1,278.2
71285,690,Hotel A,Florianopolis (SC),4,313.02,1252.08
71286,690,Hotel AU,Recife (PE),3,312.83,938.49
71290,690,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71298,690,Hotel BP,Brasilia (DF),3,247.62,742.86
71305,690,Hotel BD,Natal (RN),3,242.88,728.64
71308,690,Hotel AF,Sao Paulo (SP),3,139.1,417.3
71309,690,Hotel BP,Brasilia (DF),2,247.62,495.24
71312,690,Hotel BP,Brasilia (DF),2,247.62,495.24
71313,691,Hotel K,Salvador (BH),2,263.41,526.82
71316,691,Hotel Z,Aracaju (SE),4,208.04,832.16
71317,691,Hotel AF,Sao Paulo (SP),4,139.1,556.4
71319,691,Hotel AU,Recife (PE),2,312.83,625.66
71322,691,Hotel AU,Recife (PE),1,312.83,312.83
71323,691,Hotel K,Salvador (BH),1,263.41,263.41
71325,691,Hotel AU,Recife (PE),1,312.83,312.83
71326,691,Hotel A,Florianopolis (SC),2,313.02,626.04
71327,691,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
71328,691,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
71333,691,Hotel A,Florianopolis (SC),2,313.02,626.04
71339,691,Hotel Z,Aracaju (SE),2,208.04,416.08
71340,691,Hotel BP,Brasilia (DF),3,247.62,742.86
71342,692,Hotel AU,Recife (PE),1,312.83,312.83
71352,693,Hotel AU,Recife (PE),2,312.83,625.66
71356,693,Hotel BW,Campo Grande (MS),4,60.39,241.56
71362,693,Hotel Z,Aracaju (SE),3,208.04,624.12
71365,693,Hotel AF,Sao Paulo (SP),2,139.1,278.2
71367,693,Hotel AU,Recife (PE),3,312.83,938.49
71377,693,Hotel K,Salvador (BH),2,263.41,526.82
71378,693,Hotel A,Florianopolis (SC),2,313.02,626.04
71380,693,Hotel AF,Sao Paulo (SP),2,139.1,278.2
71382,693,Hotel A,Florianopolis (SC),2,313.02,626.04
71385,693,Hotel AU,Recife (PE),3,312.83,938.49
71388,693,Hotel AF,Sao Paulo (SP),2,139.1,278.2
71393,693,Hotel BW,Campo Grande (MS),3,60.39,181.17
71394,693,Hotel AF,Sao Paulo (SP),1,139.1,139.1
71395,693,Hotel AF,Sao Paulo (SP),1,139.1,139.1
71400,693,Hotel AF,Sao Paulo (SP),2,139.1,278.2
71407,693,Hotel AU,Recife (PE),2,312.83,625.66
71410,693,Hotel AU,Recife (PE),2,312.83,625.66
71412,693,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71414,693,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
71418,693,Hotel A,Florianopolis (SC),1,313.02,313.02
71423,693,Hotel BP,Brasilia (DF),4,247.62,990.48
71424,693,Hotel BW,Campo Grande (MS),3,60.39,181.17
71425,693,Hotel BW,Campo Grande (MS),1,60.39,60.39
71426,693,Hotel A,Florianopolis (SC),2,313.02,626.04
71427,693,Hotel BW,Campo Grande (MS),3,60.39,181.17
71430,693,Hotel AU,Recife (PE),3,312.83,938.49
71434,693,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71435,693,Hotel AU,Recife (PE),1,312.83,312.83
71437,693,Hotel AF,Sao Paulo (SP),4,139.1,556.4
71438,693,Hotel K,Salvador (BH),1,263.41,263.41
71440,693,Hotel K,Salvador (BH),4,263.41,1053.64
71441,693,Hotel BP,Brasilia (DF),4,247.62,990.48
71443,693,Hotel Z,Aracaju (SE),3,208.04,624.12
71444,693,Hotel AF,Sao Paulo (SP),2,139.1,278.2
71447,693,Hotel BP,Brasilia (DF),1,247.62,247.62
71451,693,Hotel AF,Sao Paulo (SP),3,139.1,417.3
71452,693,Hotel BD,Natal (RN),3,242.88,728.64
71460,693,Hotel A,Florianopolis (SC),1,313.02,313.02
71462,693,Hotel K,Salvador (BH),4,263.41,1053.64
71464,693,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
71478,693,Hotel Z,Aracaju (SE),4,208.04,832.16
71479,693,Hotel K,Salvador (BH),1,263.41,263.41
71482,693,Hotel BP,Brasilia (DF),4,247.62,990.48
71485,693,Hotel AU,Recife (PE),4,312.83,1251.32
71486,693,Hotel BW,Campo Grande (MS),3,60.39,181.17
71489,693,Hotel AU,Recife (PE),1,312.83,312.83
71492,693,Hotel AU,Recife (PE),1,312.83,312.83
71503,693,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
71504,693,Hotel BW,Campo Grande (MS),4,60.39,241.56
71508,693,Hotel AF,Sao Paulo (SP),2,139.1,278.2
71512,693,Hotel AU,Recife (PE),1,312.83,312.83
71514,693,Hotel BW,Campo Grande (MS),1,60.39,60.39
71518,693,Hotel A,Florianopolis (SC),1,313.02,313.02
71520,693,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
71530,694,Hotel AU,Recife (PE),1,312.83,312.83
71536,694,Hotel BW,Campo Grande (MS),1,60.39,60.39
71538,694,Hotel BP,Brasilia (DF),4,247.62,990.48
71539,694,Hotel AU,Recife (PE),2,312.83,625.66
71548,694,Hotel AU,Recife (PE),4,312.83,1251.32
71551,694,Hotel K,Salvador (BH),1,263.41,263.41
71553,694,Hotel A,Florianopolis (SC),3,313.02,939.06
71556,694,Hotel K,Salvador (BH),2,263.41,526.82
71561,694,Hotel K,Salvador (BH),3,263.41,790.23
71565,694,Hotel Z,Aracaju (SE),1,208.04,208.04
71567,694,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
71569,694,Hotel AU,Recife (PE),2,312.83,625.66
71570,694,Hotel BD,Natal (RN),4,242.88,971.52
71580,694,Hotel BW,Campo Grande (MS),1,60.39,60.39
71581,694,Hotel AU,Recife (PE),3,312.83,938.49
71582,694,Hotel A,Florianopolis (SC),4,313.02,1252.08
71584,694,Hotel K,Salvador (BH),4,263.41,1053.64
71588,694,Hotel BW,Campo Grande (MS),1,60.39,60.39
71590,694,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
71592,694,Hotel BW,Campo Grande (MS),2,60.39,120.78
71601,695,Hotel K,Salvador (BH),4,263.41,1053.64
71605,695,Hotel AU,Recife (PE),2,312.83,625.66
71607,695,Hotel K,Salvador (BH),1,263.41,263.41
71620,695,Hotel BW,Campo Grande (MS),1,60.39,60.39
71624,695,Hotel BP,Brasilia (DF),3,247.62,742.86
71626,695,Hotel Z,Aracaju (SE),4,208.04,832.16
71629,695,Hotel K,Salvador (BH),2,263.41,526.82
71631,695,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
71637,695,Hotel BP,Brasilia (DF),4,247.62,990.48
71640,695,Hotel BW,Campo Grande (MS),2,60.39,120.78
71643,695,Hotel AU,Recife (PE),1,312.83,312.83
71649,695,Hotel K,Salvador (BH),2,263.41,526.82
71650,695,Hotel Z,Aracaju (SE),1,208.04,208.04
71653,695,Hotel A,Florianopolis (SC),1,313.02,313.02
71657,695,Hotel K,Salvador (BH),1,263.41,263.41
71659,695,Hotel AF,Sao Paulo (SP),1,139.1,139.1
71661,695,Hotel AF,Sao Paulo (SP),4,139.1,556.4
71663,695,Hotel AU,Recife (PE),1,312.83,312.83
71664,695,Hotel Z,Aracaju (SE),1,208.04,208.04
71672,695,Hotel Z,Aracaju (SE),2,208.04,416.08
71673,695,Hotel BP,Brasilia (DF),2,247.62,495.24
71679,695,Hotel K,Salvador (BH),2,263.41,526.82
71681,695,Hotel Z,Aracaju (SE),2,208.04,416.08
71682,695,Hotel K,Salvador (BH),2,263.41,526.82
71687,696,Hotel K,Salvador (BH),3,263.41,790.23
71688,696,Hotel Z,Aracaju (SE),3,208.04,624.12
71689,696,Hotel BW,Campo Grande (MS),1,60.39,60.39
71691,696,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
71692,696,Hotel BP,Brasilia (DF),2,247.62,495.24
71695,696,Hotel K,Salvador (BH),4,263.41,1053.64
71697,696,Hotel AU,Recife (PE),3,312.83,938.49
